row_id,column,error_type,error_value,right_value,missing_value,constraint,tuple_pairs,valid_key,table_difference,source_error_matches_dirty,source_right_matches_clean,source_error_value,source_right_value,annotation_orientation_fixed
229,Condition,rule_violation,heart faxlure,heart failure,0,"Constraint Violation: The MeasureCode of Row 229 is equal to the MeasureCode of Row 323, and The Condition of Row 229 is different from the Condition of Row 323.","(229, 323)",True,True,False,False,heart failure,heart faxlure,True
232,ZipCode,rule_violation,359x8,35968,0,"Constraint Violation: The HospitalName of Row 232 is equal to the HospitalName of Row 238, and The ZipCode of Row 232 is different from the ZipCode of Row 238.","(232, 238)",True,True,False,False,35968,359x8,True
234,Sample,pattern_violation,82 patientx,82 patients,0,,,True,True,False,False,82 patients,82 patientx,True
236,Condition,rule_violation,suxgical infection pxevention,surgical infection prevention,0,"Constraint Violation: The MeasureCode of Row 236 is equal to the MeasureCode of Row 371, and The Condition of Row 236 is different from the Condition of Row 371.","(236, 371)",True,True,False,False,surgical infection prevention,suxgical infection pxevention,True
237,Score,pattern_violation,9x%,97%,0,,,True,True,False,False,97%,9x%,True
238,CountyName,rule_violation,xe kalb,de kalb,0,"Constraint Violation: The City of Row 238 is equal to the City of Row 242, and The CountyName of Row 238 is different from the CountyName of Row 242.","(238, 242)",True,True,False,False,de kalb,xe kalb,True
238,HospitalOwner,rule_violation,voxuntary non-profit - church,voluntary non-profit - church,0,"Constraint Violation: The HospitalName of Row 233 is equal to the HospitalName of Row 238, and The HospitalOwner of Row 233 is different from the HospitalOwner of Row 238.","(233, 238)",True,True,False,False,voluntary non-profit - church,voxuntary non-profit - church,True
238,Score,pattern_violation,xx%,99%,0,,,True,True,False,False,99%,xx%,True
239,Condition,rule_violation,surgxcal infectxon preventxon,surgical infection prevention,0,"Constraint Violation: The MeasureCode of Row 189 is equal to the MeasureCode of Row 239, and The Condition of Row 189 is different from the Condition of Row 239.","(189, 239)",True,True,False,False,surgical infection prevention,surgxcal infectxon preventxon,True
243,HospitalName,rule_violation,dexalb regional medical center,dekalb regional medical center,0,"Constraint Violation: The ProviderNumber of Row 235 is equal to the ProviderNumber of Row 243, and The HospitalName of Row 235 is different from the HospitalName of Row 243.","(235, 243)",True,True,False,False,dekalb regional medical center,dexalb regional medical center,True
244,ProviderNumber,rule_violation,x00x5,10015,0,"Constraint Violation: The HospitalName of Row 244 is equal to the HospitalName of Row 262, and The ProviderNumber of Row 244 is different from the ProviderNumber of Row 262.","(244, 262)",True,True,False,False,10015,x00x5,True
244,Stateavg,rule_violation,ax_ami-1,al_ami-1,0,"Constraint Violation: The MeasureCode of Row 244 is equal to the MeasureCode of Row 313, and The Stateavg of Row 244 is different from the Stateavg of Row 313.","(244, 313)",True,True,False,False,al_ami-1,ax_ami-1,True
247,PhoneNumber,rule_violation,xx46x66221,3346366221,0,"Constraint Violation: The HospitalName of Row 247 is equal to the HospitalName of Row 252, and The PhoneNumber of Row 247 is different from the PhoneNumber of Row 252.","(247, 252)",True,True,False,False,3346366221,xx46x66221,True
247,HospitalOwner,rule_violation,governxent - federal,government - federal,0,"Constraint Violation: The HospitalName of Row 247 is equal to the HospitalName of Row 256, and The HospitalOwner of Row 247 is different from the HospitalOwner of Row 256.","(247, 256)",True,True,False,False,government - federal,governxent - federal,True
248,Stateavg,rule_violation,xl_xmi-5,al_ami-5,0,"Constraint Violation: The MeasureCode of Row 48 is equal to the MeasureCode of Row 248, and The Stateavg of Row 48 is different from the Stateavg of Row 248.","(48, 248)",True,True,False,False,al_ami-5,xl_xmi-5,True
252,CountyName,rule_violation,xlarke,clarke,0,"Constraint Violation: The City of Row 252 is equal to the City of Row 262, and The CountyName of Row 252 is different from the CountyName of Row 262.","(252, 262)",True,True,False,False,clarke,xlarke,True
252,Score,pattern_violation,89x,89%,0,,,True,True,False,False,89%,89x,True
253,ProviderNumber,rule_violation,1xx15,10015,0,"Constraint Violation: The HospitalName of Row 253 is equal to the HospitalName of Row 254, and The ProviderNumber of Row 253 is different from the ProviderNumber of Row 254.","(253, 254)",True,True,False,False,10015,1xx15,True
256,Condition,rule_violation,xneumonia,pneumonia,0,"Constraint Violation: The MeasureCode of Row 256 is equal to the MeasureCode of Row 889, and The Condition of Row 256 is different from the Condition of Row 889.","(256, 889)",True,True,False,False,pneumonia,xneumonia,True
256,MeasureName,rule_violation,pneumonxa patxents whose inxtxal emergency room blood culture was performed prxor to the admxnxstratxon of the fxrst hospxtal dose of antxbxotxcs,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,0,"Constraint Violation: The MeasureCode of Row 256 is equal to the MeasureCode of Row 553, and The MeasureName of Row 256 is different from the MeasureName of Row 553.","(256, 553)",True,True,False,False,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,pneumonxa patxents whose inxtxal emergency room blood culture was performed prxor to the admxnxstratxon of the fxrst hospxtal dose of antxbxotxcs,True
256,Score,pattern_violation,x6%,96%,0,,,True,True,False,False,96%,x6%,True
260,Address1,rule_violation,33700 hxghway 43,33700 highway 43,0,"Constraint Violation: The HospitalName of Row 247 is equal to the HospitalName of Row 260, and The Address1 of Row 247 is different from the Address1 of Row 260.","(247, 260)",True,True,False,False,33700 highway 43,33700 hxghway 43,True
261,PhoneNumber,rule_violation,334x3xx221,3346366221,0,"Constraint Violation: The HospitalName of Row 258 is equal to the HospitalName of Row 261, and The PhoneNumber of Row 258 is different from the PhoneNumber of Row 261.","(258, 261)",True,True,False,False,3346366221,334x3xx221,True
264,Address1,rule_violation,33700 highway x3,33700 highway 43,0,"Constraint Violation: The HospitalName of Row 260 is equal to the HospitalName of Row 264, and The Address1 of Row 260 is different from the Address1 of Row 264.","(260, 264)",True,True,False,False,33700 highway 43,33700 highway x3,True
264,MeasureCode,rule_violation,scxp-xnf-3,scip-inf-3,0,"Constraint Violation: The MeasureName of Row 264 is equal to the MeasureName of Row 636, and The MeasureCode of Row 264 is different from the MeasureCode of Row 636.","(264, 636)",True,True,False,False,scip-inf-3,scxp-xnf-3,True
266,HospitalType,pattern_violation,acuxe care hospixals,acute care hospitals,0,,,True,True,False,False,acute care hospitals,acuxe care hospixals,True
267,ZipCode,rule_violation,x6784,36784,0,"Constraint Violation: The HospitalName of Row 245 is equal to the HospitalName of Row 267, and The ZipCode of Row 245 is different from the ZipCode of Row 267.","(245, 267)",True,True,False,False,36784,x6784,True
269,Stateavg,rule_violation,al_axi-1,al_ami-1,0,"Constraint Violation: The MeasureCode of Row 169 is equal to the MeasureCode of Row 269, and The Stateavg of Row 169 is different from the Stateavg of Row 269.","(169, 269)",True,True,False,False,al_ami-1,al_axi-1,True
273,ProviderNumber,rule_violation,1xx16,10016,0,"Constraint Violation: The HospitalName of Row 273 is equal to the HospitalName of Row 293, and The ProviderNumber of Row 273 is different from the ProviderNumber of Row 293.","(273, 293)",True,True,False,False,10016,1xx16,True
275,Address1,rule_violation,1000 fixst stxeet noxth,1000 first street north,0,"Constraint Violation: The HospitalName of Row 275 is equal to the HospitalName of Row 293, and The Address1 of Row 275 is different from the Address1 of Row 293.","(275, 293)",True,True,False,False,1000 first street north,1000 fixst stxeet noxth,True
278,State,rule_violation,xl,al,0,"Constraint Violation: The HospitalName of Row 278 is equal to the HospitalName of Row 280, and The PhoneNumber of Row 278 is equal to the PhoneNumber of Row 280, and The HospitalOwner of Row 278 is equal to the HospitalOwner of Row 280, and The State of Row 278 is different from the State of Row 280.","(278, 280)",True,True,False,False,al,xl,True
279,Condition,rule_violation,xeart failure,heart failure,0,"Constraint Violation: The MeasureCode of Row 279 is equal to the MeasureCode of Row 323, and The Condition of Row 279 is different from the Condition of Row 323.","(279, 323)",True,True,False,False,heart failure,xeart failure,True
280,HospitalType,pattern_violation,acutexcarexhospitals,acute care hospitals,0,,,True,True,False,False,acute care hospitals,acutexcarexhospitals,True
281,MeasureName,rule_violation,pnxumonia patixnts whosx initial emxrgxncy room blood culturx was pxrformxd prior to thx administration of thx first hospital dosx of antibiotics,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,0,"Constraint Violation: The MeasureCode of Row 281 is equal to the MeasureCode of Row 753, and The MeasureName of Row 281 is different from the MeasureName of Row 753.","(281, 753)",True,True,False,False,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,pnxumonia patixnts whosx initial emxrgxncy room blood culturx was pxrformxd prior to thx administration of thx first hospital dosx of antibiotics,True
283,ZipCode,rule_violation,3x007,35007,0,"Constraint Violation: The HospitalName of Row 283 is equal to the HospitalName of Row 287, and The ZipCode of Row 283 is different from the ZipCode of Row 287.","(283, 287)",True,True,False,False,35007,3x007,True
290,ZipCode,rule_violation,x5007,35007,0,"Constraint Violation: The HospitalName of Row 290 is equal to the HospitalName of Row 292, and The ZipCode of Row 290 is different from the ZipCode of Row 292.","(290, 292)",True,True,False,False,35007,x5007,True
290,MeasureName,rule_violation,all heart surgerx patients whose blood sugar (blood glucose) is kept under good control in the daxs right after surgerx,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,0,"Constraint Violation: The MeasureCode of Row 290 is equal to the MeasureCode of Row 344, and The MeasureName of Row 290 is different from the MeasureName of Row 344.","(290, 344)",True,True,False,False,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,all heart surgerx patients whose blood sugar (blood glucose) is kept under good control in the daxs right after surgerx,True
293,HospitalType,pattern_violation,acuxe care hospixals,acute care hospitals,0,,,True,True,False,False,acute care hospitals,acuxe care hospixals,True
295,Address1,rule_violation,1720 univxrsity blvd,1720 university blvd,0,"Constraint Violation: The HospitalName of Row 295 is equal to the HospitalName of Row 299, and The Address1 of Row 295 is different from the Address1 of Row 299.","(295, 299)",True,True,False,False,1720 university blvd,1720 univxrsity blvd,True
311,City,rule_violation,axxistox,anniston,0,"Constraint Violation: The HospitalName of Row 311 is equal to the HospitalName of Row 320, and The City of Row 311 is different from the City of Row 320.","(311, 320)",True,True,False,False,anniston,axxistox,True
312,CountyName,rule_violation,calhoxn,calhoun,0,"Constraint Violation: The City of Row 312 is equal to the City of Row 313, and The CountyName of Row 312 is different from the CountyName of Row 313.","(312, 313)",True,True,False,False,calhoun,calhoxn,True
313,HospitalOwner,rule_violation,prxprietary,proprietary,0,"Constraint Violation: The HospitalName of Row 313 is equal to the HospitalName of Row 315, and The HospitalOwner of Row 313 is different from the HospitalOwner of Row 315.","(313, 315)",True,True,False,False,proprietary,prxprietary,True
314,ProviderNumber,rule_violation,100x8,10038,0,"Constraint Violation: The HospitalName of Row 314 is equal to the HospitalName of Row 326, and The ProviderNumber of Row 314 is different from the ProviderNumber of Row 326.","(314, 326)",True,True,False,False,10038,100x8,True
316,Address1,rule_violation,301xeastx18thxst,301 east 18th st,0,"Constraint Violation: The HospitalName of Row 316 is equal to the HospitalName of Row 329, and The Address1 of Row 316 is different from the Address1 of Row 329.","(316, 329)",True,True,False,False,301 east 18th st,301xeastx18thxst,True
316,Sample,pattern_violation,29 xatients,29 patients,0,,,True,True,False,False,29 patients,29 xatients,True
318,EmergencyService,rule_violation,xes,yes,0,"Constraint Violation: The ZipCode of Row 318 is equal to the ZipCode of Row 772, and The EmergencyService of Row 318 is different from the EmergencyService of Row 772.","(318, 772)",True,True,False,False,yes,xes,True
321,PhoneNumber,rule_violation,256235x900,2562358900,0,"Constraint Violation: The HospitalName of Row 321 is equal to the HospitalName of Row 768, and The PhoneNumber of Row 321 is different from the PhoneNumber of Row 768.","(321, 768)",True,True,False,False,2562358900,256235x900,True
324,CountyName,rule_violation,caxhoun,calhoun,0,"Constraint Violation: The City of Row 324 is equal to the City of Row 768, and The CountyName of Row 324 is different from the CountyName of Row 768.","(324, 768)",True,True,False,False,calhoun,caxhoun,True
325,ZipCode,rule_violation,36x01,36201,0,"Constraint Violation: The HospitalName of Row 325 is equal to the HospitalName of Row 327, and The ZipCode of Row 325 is different from the ZipCode of Row 327.","(325, 327)",True,True,False,False,36201,36x01,True
327,EmergencyService,rule_violation,yex,yes,0,"Constraint Violation: The ZipCode of Row 327 is equal to the ZipCode of Row 766, and The EmergencyService of Row 327 is different from the EmergencyService of Row 766.","(327, 766)",True,True,False,False,yes,yex,True
332,ZipCode,rule_violation,3x305,36305,0,"Constraint Violation: The HospitalName of Row 332 is equal to the HospitalName of Row 346, and The ZipCode of Row 332 is different from the ZipCode of Row 346.","(332, 346)",True,True,False,False,36305,3x305,True
332,HospitalOwner,rule_violation,proxrietary,proprietary,0,"Constraint Violation: The HospitalName of Row 332 is equal to the HospitalName of Row 342, and The HospitalOwner of Row 332 is different from the HospitalOwner of Row 342.","(332, 342)",True,True,False,False,proprietary,proxrietary,True
332,EmergencyService,pattern_violation,yex,yes,0,,,True,True,False,False,yes,yex,True
334,Address1,rule_violation,4370xwestxmainxstreet,4370 west main street,0,"Constraint Violation: The HospitalName of Row 334 is equal to the HospitalName of Row 345, and The Address1 of Row 334 is different from the Address1 of Row 345.","(334, 345)",True,True,False,False,4370 west main street,4370xwestxmainxstreet,True
334,Stateavg,rule_violation,al_pnx2,al_pn-2,0,"Constraint Violation: The MeasureCode of Row 334 is equal to the MeasureCode of Row 941, and The Stateavg of Row 334 is different from the Stateavg of Row 941.","(334, 941)",True,True,False,False,al_pn-2,al_pnx2,True
336,Score,pattern_violation,x00%,100%,0,,,True,True,False,False,100%,x00%,True
337,HospitalName,rule_violation,floxers hospital,flowers hospital,0,"Constraint Violation: The ProviderNumber of Row 337 is equal to the ProviderNumber of Row 344, and The HospitalName of Row 337 is different from the HospitalName of Row 344.","(337, 344)",True,True,False,False,flowers hospital,floxers hospital,True
340,ZipCode,rule_violation,x6x05,36305,0,"Constraint Violation: The HospitalName of Row 340 is equal to the HospitalName of Row 344, and The ZipCode of Row 340 is different from the ZipCode of Row 344.","(340, 344)",True,True,False,False,36305,x6x05,True
342,PhoneNumber,rule_violation,xx479x5000,3347935000,0,"Constraint Violation: The HospitalName of Row 339 is equal to the HospitalName of Row 342, and The PhoneNumber of Row 339 is different from the PhoneNumber of Row 342.","(339, 342)",True,True,False,False,3347935000,xx479x5000,True
346,CountyName,rule_violation,housxon,houston,0,"Constraint Violation: The City of Row 333 is equal to the City of Row 346, and The CountyName of Row 333 is different from the CountyName of Row 346.","(333, 346)",True,True,False,False,houston,housxon,True
346,MeasureName,rule_violation,surgery pxtients whose doctors ordered trextments to prevent blood clots xfter certxin types of surgeries,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,0,"Constraint Violation: The MeasureCode of Row 292 is equal to the MeasureCode of Row 346, and The MeasureName of Row 292 is different from the MeasureName of Row 346.","(292, 346)",True,True,False,False,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,surgery pxtients whose doctors ordered trextments to prevent blood clots xfter certxin types of surgeries,True
347,Stateavg,rule_violation,al_scipxvtex2,al_scip-vte-2,0,"Constraint Violation: The MeasureCode of Row 347 is equal to the MeasureCode of Row 876, and The Stateavg of Row 347 is different from the Stateavg of Row 876.","(347, 876)",True,True,False,False,al_scip-vte-2,al_scipxvtex2,True
349,MeasureCode,rule_violation,amix2,ami-2,0,"Constraint Violation: The MeasureName of Row 349 is equal to the MeasureName of Row 906, and The MeasureCode of Row 349 is different from the MeasureCode of Row 906.","(349, 906)",True,True,False,False,ami-2,amix2,True
350,Address1,rule_violation,810 st vxncents drxve,810 st vincents drive,0,"Constraint Violation: The HospitalName of Row 348 is equal to the HospitalName of Row 350, and The Address1 of Row 348 is different from the Address1 of Row 350.","(348, 350)",True,True,False,False,810 st vincents drive,810 st vxncents drxve,True
350,EmergencyService,rule_violation,yxs,yes,0,"Constraint Violation: The ZipCode of Row 350 is equal to the ZipCode of Row 352, and The EmergencyService of Row 350 is different from the EmergencyService of Row 352.","(350, 352)",True,True,False,False,yes,yxs,True
354,Sample,pattern_violation,1x patients,10 patients,0,,,True,True,False,False,10 patients,1x patients,True
356,State,pattern_violation,ax,al,0,,,True,True,False,False,al,ax,True
356,HospitalOwner,rule_violation,prxprietary,proprietary,0,"Constraint Violation: The HospitalName of Row 356 is equal to the HospitalName of Row 367, and The HospitalOwner of Row 356 is different from the HospitalOwner of Row 367.","(356, 367)",True,True,False,False,proprietary,prxprietary,True
360,ProviderNumber,rule_violation,100x6,10086,0,"Constraint Violation: The HospitalName of Row 356 is equal to the HospitalName of Row 360, and The ProviderNumber of Row 356 is different from the ProviderNumber of Row 360.","(356, 360)",True,True,False,False,10086,100x6,True
363,Address1,rule_violation,1530xuxsxhighwayx43,1530 u s highway 43,0,"Constraint Violation: The HospitalName of Row 363 is equal to the HospitalName of Row 369, and The Address1 of Row 363 is different from the Address1 of Row 369.","(363, 369)",True,True,False,False,1530 u s highway 43,1530xuxsxhighwayx43,True
366,ZipCode,rule_violation,3xx94,35594,0,"Constraint Violation: The HospitalName of Row 355 is equal to the HospitalName of Row 366, and The ZipCode of Row 355 is different from the ZipCode of Row 366.","(355, 366)",True,True,False,False,35594,3xx94,True
366,Condition,rule_violation,pnxumonia,pneumonia,0,"Constraint Violation: The MeasureCode of Row 366 is equal to the MeasureCode of Row 753, and The Condition of Row 366 is different from the Condition of Row 753.","(366, 753)",True,True,False,False,pneumonia,pnxumonia,True
367,City,rule_violation,winfielx,winfield,0,"Constraint Violation: The HospitalName of Row 356 is equal to the HospitalName of Row 367, and The City of Row 356 is different from the City of Row 367.","(356, 367)",True,True,False,False,winfield,winfielx,True
369,Condition,rule_violation,pnexmonia,pneumonia,0,"Constraint Violation: The MeasureCode of Row 59 is equal to the MeasureCode of Row 369, and The Condition of Row 59 is different from the Condition of Row 369.","(59, 369)",True,True,False,False,pneumonia,pnexmonia,True
370,Stateavg,rule_violation,alxpn-7,al_pn-7,0,"Constraint Violation: The MeasureCode of Row 370 is equal to the MeasureCode of Row 657, and The Stateavg of Row 370 is different from the Stateavg of Row 657.","(370, 657)",True,True,False,False,al_pn-7,alxpn-7,True
373,Stateavg,rule_violation,al_sxip-inf-2,al_scip-inf-2,0,"Constraint Violation: The MeasureCode of Row 373 is equal to the MeasureCode of Row 949, and The Stateavg of Row 373 is different from the Stateavg of Row 949.","(373, 949)",True,True,False,False,al_scip-inf-2,al_sxip-inf-2,True
374,EmergencyService,rule_violation,yex,yes,0,"Constraint Violation: The ZipCode of Row 355 is equal to the ZipCode of Row 374, and The EmergencyService of Row 355 is different from the EmergencyService of Row 374.","(355, 374)",True,True,False,False,yes,yex,True
375,ZipCode,rule_violation,3xx94,35594,0,"Constraint Violation: The HospitalName of Row 358 is equal to the HospitalName of Row 375, and The ZipCode of Row 358 is different from the ZipCode of Row 375.","(358, 375)",True,True,False,False,35594,3xx94,True
378,Score,pattern_violation,x5%,95%,0,,,True,True,False,False,95%,x5%,True
380,MeasureName,rule_violation,heaxt attack patients given aspixin at dischaxge,heart attack patients given aspirin at discharge,0,"Constraint Violation: The MeasureCode of Row 380 is equal to the MeasureCode of Row 592, and The MeasureName of Row 380 is different from the MeasureName of Row 592.","(380, 592)",True,True,False,False,heart attack patients given aspirin at discharge,heaxt attack patients given aspixin at dischaxge,True
381,PhoneNumber,rule_violation,25x47x7xx0,2514717110,0,"Constraint Violation: The HospitalName of Row 381 is equal to the HospitalName of Row 389, and The PhoneNumber of Row 381 is different from the PhoneNumber of Row 389.","(381, 389)",True,True,False,False,2514717110,25x47x7xx0,True
384,HospitalName,rule_violation,univ ox south alabama medical center,univ of south alabama medical center,0,"Constraint Violation: The ProviderNumber of Row 379 is equal to the ProviderNumber of Row 384, and The HospitalName of Row 379 is different from the HospitalName of Row 384.","(379, 384)",True,True,False,False,univ of south alabama medical center,univ ox south alabama medical center,True
384,PhoneNumber,pattern_violation,25x47x7xx0,2514717110,0,,,True,True,False,False,2514717110,25x47x7xx0,True
385,HospitalName,rule_violation,xniv of soxth alabama medical center,univ of south alabama medical center,0,"Constraint Violation: The ProviderNumber of Row 385 is equal to the ProviderNumber of Row 388, and The HospitalName of Row 385 is different from the HospitalName of Row 388.","(385, 388)",True,True,False,False,univ of south alabama medical center,xniv of soxth alabama medical center,True
386,State,rule_violation,xl,al,0,"Constraint Violation: The HospitalName of Row 381 is equal to the HospitalName of Row 386, and The PhoneNumber of Row 381 is equal to the PhoneNumber of Row 386, and The HospitalOwner of Row 381 is equal to the HospitalOwner of Row 386, and The State of Row 381 is different from the State of Row 386.","(381, 386)",True,True,False,False,al,xl,True
386,PhoneNumber,rule_violation,25x47x7xx0,2514717110,0,"Constraint Violation: The HospitalName of Row 386 is equal to the HospitalName of Row 388, and The PhoneNumber of Row 386 is different from the PhoneNumber of Row 388.","(386, 388)",True,True,False,False,2514717110,25x47x7xx0,True
386,Condition,rule_violation,hxart failurx,heart failure,0,"Constraint Violation: The MeasureCode of Row 126 is equal to the MeasureCode of Row 386, and The Condition of Row 126 is different from the Condition of Row 386.","(126, 386)",True,True,False,False,heart failure,hxart failurx,True
387,Stateavg,rule_violation,al_hx-2,al_hf-2,0,"Constraint Violation: The MeasureCode of Row 387 is equal to the MeasureCode of Row 785, and The Stateavg of Row 387 is different from the Stateavg of Row 785.","(387, 785)",True,True,False,False,al_hf-2,al_hx-2,True
389,EmergencyService,rule_violation,yxs,yes,0,"Constraint Violation: The ZipCode of Row 384 is equal to the ZipCode of Row 389, and The EmergencyService of Row 384 is different from the EmergencyService of Row 389.","(384, 389)",True,True,False,False,yes,yxs,True
389,MeasureName,rule_violation,heart xailure patients given smoking cessation advice/counseling,heart failure patients given smoking cessation advice/counseling,0,"Constraint Violation: The MeasureCode of Row 389 is equal to the MeasureCode of Row 940, and The MeasureName of Row 389 is different from the MeasureName of Row 940.","(389, 940)",True,True,False,False,heart failure patients given smoking cessation advice/counseling,heart xailure patients given smoking cessation advice/counseling,True
391,MeasureCode,rule_violation,pn-xb,pn-3b,0,"Constraint Violation: The MeasureName of Row 391 is equal to the MeasureName of Row 753, and The MeasureCode of Row 391 is different from the MeasureCode of Row 753.","(391, 753)",True,True,False,False,pn-3b,pn-xb,True
393,Address1,rule_violation,124xsxmemorialxdr,124 s memorial dr,0,"Constraint Violation: The HospitalName of Row 393 is equal to the HospitalName of Row 400, and The Address1 of Row 393 is different from the Address1 of Row 400.","(393, 400)",True,True,False,False,124 s memorial dr,124xsxmemorialxdr,True
393,PhoneNumber,rule_violation,33x361x267,3343614267,0,"Constraint Violation: The HospitalName of Row 393 is equal to the HospitalName of Row 411, and The PhoneNumber of Row 393 is different from the PhoneNumber of Row 411.","(393, 411)",True,True,False,False,3343614267,33x361x267,True
398,MeasureCode,rule_violation,hx-1,hf-1,0,"Constraint Violation: The MeasureName of Row 398 is equal to the MeasureName of Row 859, and The MeasureCode of Row 398 is different from the MeasureCode of Row 859.","(398, 859)",True,True,False,False,hf-1,hx-1,True
400,Condition,rule_violation,hxart failurx,heart failure,0,"Constraint Violation: The MeasureCode of Row 78 is equal to the MeasureCode of Row 400, and The Condition of Row 78 is different from the Condition of Row 400.","(78, 400)",True,True,False,False,heart failure,hxart failurx,True
402,State,rule_violation,ax,al,0,"Constraint Violation: The HospitalName of Row 401 is equal to the HospitalName of Row 402, and The PhoneNumber of Row 401 is equal to the PhoneNumber of Row 402, and The HospitalOwner of Row 401 is equal to the HospitalOwner of Row 402, and The State of Row 401 is different from the State of Row 402.","(401, 402)",True,True,False,False,al,ax,True
405,Score,pattern_violation,x4%,94%,0,,,True,True,False,False,94%,x4%,True
406,ZipCode,rule_violation,3x0x7,36067,0,"Constraint Violation: The HospitalName of Row 400 is equal to the HospitalName of Row 406, and The ZipCode of Row 400 is different from the ZipCode of Row 406.","(400, 406)",True,True,False,False,36067,3x0x7,True
408,ProviderNumber,rule_violation,x0x08,10108,0,"Constraint Violation: The HospitalName of Row 392 is equal to the HospitalName of Row 408, and The ProviderNumber of Row 392 is different from the ProviderNumber of Row 408.","(392, 408)",True,True,False,False,10108,x0x08,True
409,MeasureCode,rule_violation,scipxinfx1,scip-inf-1,0,"Constraint Violation: The MeasureName of Row 237 is equal to the MeasureName of Row 409, and The MeasureCode of Row 237 is different from the MeasureCode of Row 409.","(237, 409)",True,True,False,False,scip-inf-1,scipxinfx1,True
410,EmergencyService,rule_violation,yxs,yes,0,"Constraint Violation: The ZipCode of Row 393 is equal to the ZipCode of Row 410, and The EmergencyService of Row 393 is different from the EmergencyService of Row 410.","(393, 410)",True,True,False,False,yes,yxs,True
411,Address1,rule_violation,124 s mxmorial dr,124 s memorial dr,0,"Constraint Violation: The HospitalName of Row 393 is equal to the HospitalName of Row 411, and The Address1 of Row 393 is different from the Address1 of Row 411.","(393, 411)",True,True,False,False,124 s memorial dr,124 s mxmorial dr,True
411,HospitalType,pattern_violation,acute care hosxitals,acute care hospitals,0,,,True,True,False,False,acute care hospitals,acute care hosxitals,True
411,Score,pattern_violation,1xx%,100%,0,,,True,True,False,False,100%,1xx%,True
413,HospitalType,pattern_violation,acuxe care hospixals,acute care hospitals,0,,,True,True,False,False,acute care hospitals,acuxe care hospixals,True
413,Sample,pattern_violation,125 patixnts,125 patients,0,,,True,True,False,False,125 patients,125 patixnts,True
415,Address1,rule_violation,315 w hickxry st,315 w hickory st,0,"Constraint Violation: The HospitalName of Row 414 is equal to the HospitalName of Row 415, and The Address1 of Row 414 is different from the Address1 of Row 415.","(414, 415)",True,True,False,False,315 w hickory st,315 w hickxry st,True
415,CountyName,rule_violation,tallaxega,talladega,0,"Constraint Violation: The City of Row 414 is equal to the City of Row 415, and The CountyName of Row 414 is different from the CountyName of Row 415.","(414, 415)",True,True,False,False,talladega,tallaxega,True
418,EmergencyService,rule_violation,xo,no,0,"Constraint Violation: The ZipCode of Row 414 is equal to the ZipCode of Row 418, and The EmergencyService of Row 414 is different from the EmergencyService of Row 418.","(414, 418)",True,True,False,False,no,xo,True
418,Sample,pattern_violation,4 xatients,4 patients,0,,,True,True,False,False,4 patients,4 xatients,True
420,ZipCode,rule_violation,x5150,35150,0,"Constraint Violation: The HospitalName of Row 420 is equal to the HospitalName of Row 430, and The ZipCode of Row 420 is different from the ZipCode of Row 430.","(420, 430)",True,True,False,False,35150,x5150,True
426,Score,pattern_violation,x7%,97%,0,,,True,True,False,False,97%,x7%,True
428,ZipCode,rule_violation,3x1x0,35150,0,"Constraint Violation: The HospitalName of Row 428 is equal to the HospitalName of Row 430, and The ZipCode of Row 428 is different from the ZipCode of Row 430.","(428, 430)",True,True,False,False,35150,3x1x0,True
431,Address1,rule_violation,315xwxhickoryxst,315 w hickory st,0,"Constraint Violation: The HospitalName of Row 418 is equal to the HospitalName of Row 431, and The Address1 of Row 418 is different from the Address1 of Row 431.","(418, 431)",True,True,False,False,315 w hickory st,315xwxhickoryxst,True
434,MeasureName,rule_violation,heart faxlure patxents gxven ace inhxbxtor or arb for left ventrxcular systolxc dysfunctxon (lvsd),heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),0,"Constraint Violation: The MeasureCode of Row 434 is equal to the MeasureCode of Row 725, and The MeasureName of Row 434 is different from the MeasureName of Row 725.","(434, 725)",True,True,False,False,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),heart faxlure patxents gxven ace inhxbxtor or arb for left ventrxcular systolxc dysfunctxon (lvsd),True
437,City,rule_violation,anchoraxe,anchorage,0,"Constraint Violation: The HospitalName of Row 434 is equal to the HospitalName of Row 437, and The City of Row 434 is different from the City of Row 437.","(434, 437)",True,True,False,False,anchorage,anchoraxe,True
444,Sample,pattern_violation,521 patiexts,521 patients,0,,,True,True,False,False,521 patients,521 patiexts,True
